"","provincia","titulares","periodo"
"4062","Buenos Aires",45446,2022-09-01
"4063","Buenos Aires",209,2022-09-01
"4064","Buenos Aires",1312,2022-09-01
"4065","Buenos Aires",48,2022-09-01
"4066","Buenos Aires",188,2022-09-01
"4067","Buenos Aires",150,2022-09-01
"4068","Buenos Aires",38,2022-09-01
"4069","Buenos Aires",240,2022-09-01
"4070","Buenos Aires",159,2022-09-01
"4071","Buenos Aires",508,2022-09-01
"4072","Buenos Aires",42,2022-09-01
"4073","Buenos Aires",385,2022-09-01
"4074","Buenos Aires",97,2022-09-01
"4075","Buenos Aires",21775,2022-09-01
"4076","Buenos Aires",5890,2022-09-01
"4077","Buenos Aires",17176,2022-09-01
"4078","Buenos Aires",321,2022-09-01
"4079","Buenos Aires",77,2022-09-01
"4080","Buenos Aires",118,2022-09-01
"4081","Buenos Aires",128,2022-09-01
"4082","Buenos Aires",6363,2022-09-01
"4083","Buenos Aires",4215,2022-09-01
"4084","Buenos Aires",19627,2022-09-01
"4085","Buenos Aires",1405,2022-09-01
"4086","Buenos Aires",2319,2022-09-01
"4087","Buenos Aires",91989,2022-09-01
"4088","Buenos Aires",41886,2022-09-01
"4089","Buenos Aires",20152,2022-09-01
"4090","Buenos Aires",57,2022-09-01
"4091","Buenos Aires",151,2022-09-01
"4092","Buenos Aires",272,2022-09-01
"4093","Buenos Aires",615,2022-09-01
"4094","Buenos Aires",158,2022-09-01
"4095","Buenos Aires",1152,2022-09-01
"4096","Buenos Aires",37494,2022-09-01
"4097","Buenos Aires",3229,2022-09-01
"4098","Buenos Aires",273,2022-09-01
"4099","Buenos Aires",269,2022-09-01
"4100","Buenos Aires",10168,2022-09-01
"4101","Buenos Aires",336,2022-09-01
"4102","Buenos Aires",4098,2022-09-01
"4103","Buenos Aires",2002,2022-09-01
"4104","Buenos Aires",18371,2022-09-01
"4105","Buenos Aires",154,2022-09-01
"4106","Buenos Aires",87,2022-09-01
"4107","Buenos Aires",29181,2022-09-01
"4108","Buenos Aires",6449,2022-09-01
"4109","Buenos Aires",944,2022-09-01
"4110","Buenos Aires",1738,2022-09-01
"4111","Buenos Aires",1273,2022-09-01
"4112","Buenos Aires",1072,2022-09-01
"4113","Buenos Aires",258,2022-09-01
"4114","Buenos Aires",51,2022-09-01
"4115","Buenos Aires",2339,2022-09-01
"4116","Buenos Aires",124,2022-09-01
"4117","Buenos Aires",11258,2022-09-01
"4118","Buenos Aires",334,2022-09-01
"4119","Buenos Aires",9749,2022-09-01
"4120","Buenos Aires",216,2022-09-01
"4121","Buenos Aires",108,2022-09-01
"4122","Buenos Aires",32851,2022-09-01
"4123","Buenos Aires",754,2022-09-01
"4124","Buenos Aires",158,2022-09-01
"4125","Buenos Aires",317,2022-09-01
"4126","Buenos Aires",336,2022-09-01
"4127","Buenos Aires",439,2022-09-01
"4128","Buenos Aires",265,2022-09-01
"4129","Buenos Aires",229,2022-09-01
"4130","Buenos Aires",70,2022-09-01
"4131","Buenos Aires",330,2022-09-01
"4132","Buenos Aires",551,2022-09-01
"4133","Buenos Aires",224,2022-09-01
"4134","Buenos Aires",50,2022-09-01
"4135","Buenos Aires",4844,2022-09-01
"4136","Buenos Aires",4657,2022-09-01
"4137","Buenos Aires",13338,2022-09-01
"4138","Buenos Aires",3838,2022-09-01
"4139","Buenos Aires",1591,2022-09-01
"4140","Buenos Aires",5870,2022-09-01
"4141","Buenos Aires",167,2022-09-01
"4142","Buenos Aires",2802,2022-09-01
"4143","Buenos Aires",90,2022-09-01
"4144","Buenos Aires",10767,2022-09-01
"4145","Buenos Aires",16,2022-09-01
"4146","Buenos Aires",85,2022-09-01
"4147","Buenos Aires",351,2022-09-01
"4148","Buenos Aires",470,2022-09-01
"4149","Buenos Aires",49,2022-09-01
"4150","Buenos Aires",9035,2022-09-01
"4151","Buenos Aires",2647,2022-09-01
"4152","Buenos Aires",512,2022-09-01
"4153","Buenos Aires",2777,2022-09-01
"4154","Buenos Aires",1957,2022-09-01
"4155","Buenos Aires",657,2022-10-01
"4156","Buenos Aires",462,2022-10-01
"4157","Buenos Aires",419,2022-10-01
"4158","Buenos Aires",418,2022-10-01
"4159","Buenos Aires",160,2022-10-01
"4160","Buenos Aires",31076,2022-10-01
"4161","Buenos Aires",342,2022-10-01
"4162","Buenos Aires",17375,2022-10-01
"4163","Buenos Aires",328,2022-10-01
"4164","Buenos Aires",782,2022-10-01
"4165","Buenos Aires",3335,2022-10-01
"4166","Buenos Aires",511,2022-10-01
"4167","Buenos Aires",925,2022-10-01
"4168","Buenos Aires",247,2022-10-01
"4169","Buenos Aires",22113,2022-10-01
"4170","Buenos Aires",5320,2022-10-01
"4171","Buenos Aires",320,2022-10-01
"4172","Buenos Aires",899,2022-10-01
"4173","Buenos Aires",1840,2022-10-01
"4174","Buenos Aires",2108,2022-10-01
"4175","Buenos Aires",82,2022-10-01
"4176","Buenos Aires",468,2022-10-01
"4177","Buenos Aires",85,2022-10-01
"4178","Buenos Aires",170,2022-10-01
"4179","Buenos Aires",280,2022-10-01
"4180","Buenos Aires",4713,2022-10-01
"4181","Buenos Aires",657,2022-10-01
"4182","Buenos Aires",1007,2022-10-01
"4183","Buenos Aires",2012,2022-10-01
"4184","Buenos Aires",440,2022-10-01
"4185","Buenos Aires",432,2022-10-01
"4186","Buenos Aires",192,2022-10-01
"4187","Buenos Aires",226,2022-10-01
"4188","Buenos Aires",305,2022-10-01
"4189","Buenos Aires",197,2022-10-01
"4190","Buenos Aires",351,2022-10-01
"4191","Buenos Aires",5755,2022-10-01
"4192","Buenos Aires",8026,2022-10-01
"4193","Buenos Aires",18560,2022-10-01
"4194","Buenos Aires",824,2022-10-01
"4195","Buenos Aires",13075,2022-10-01
"4196","Buenos Aires",45369,2022-10-01
"4197","Buenos Aires",202,2022-10-01
"4198","Buenos Aires",1328,2022-10-01
"4199","Buenos Aires",48,2022-10-01
"4200","Buenos Aires",192,2022-10-01
"4201","Buenos Aires",150,2022-10-01
"4202","Buenos Aires",38,2022-10-01
"4203","Buenos Aires",241,2022-10-01
"4204","Buenos Aires",160,2022-10-01
"4205","Buenos Aires",510,2022-10-01
"4206","Buenos Aires",46,2022-10-01
"4207","Buenos Aires",384,2022-10-01
"4208","Buenos Aires",102,2022-10-01
"4209","Buenos Aires",22001,2022-10-01
"4210","Buenos Aires",5904,2022-10-01
"4211","Buenos Aires",17060,2022-10-01
"4212","Buenos Aires",321,2022-10-01
"4213","Buenos Aires",77,2022-10-01
"4214","Buenos Aires",118,2022-10-01
"4215","Buenos Aires",130,2022-10-01
"4216","Buenos Aires",6422,2022-10-01
"4217","Buenos Aires",3302,2022-10-01
"4218","Buenos Aires",19649,2022-10-01
"4219","Buenos Aires",1401,2022-10-01
"4220","Buenos Aires",2333,2022-10-01
"4221","Buenos Aires",92143,2022-10-01
"4222","Buenos Aires",41942,2022-10-01
"4223","Buenos Aires",20190,2022-10-01
"4224","Buenos Aires",56,2022-10-01
"4225","Buenos Aires",147,2022-10-01
"4226","Buenos Aires",269,2022-10-01
"4227","Buenos Aires",619,2022-10-01
"4228","Buenos Aires",157,2022-10-01
"4229","Buenos Aires",1148,2022-10-01
"4230","Buenos Aires",37628,2022-10-01
"4231","Buenos Aires",3268,2022-10-01
"4232","Buenos Aires",276,2022-10-01
"4233","Buenos Aires",268,2022-10-01
"4234","Buenos Aires",10182,2022-10-01
"4235","Buenos Aires",343,2022-10-01
"4236","Buenos Aires",4125,2022-10-01
"4237","Buenos Aires",2066,2022-10-01
"4238","Buenos Aires",18531,2022-10-01
"4239","Buenos Aires",154,2022-10-01
"4240","Buenos Aires",86,2022-10-01
"4241","Buenos Aires",29481,2022-10-01
"4242","Buenos Aires",6455,2022-10-01
"4243","Buenos Aires",938,2022-10-01
"4244","Buenos Aires",1768,2022-10-01
"4245","Buenos Aires",1284,2022-10-01
"4246","Buenos Aires",1069,2022-10-01
"4247","Buenos Aires",250,2022-10-01
"4248","Buenos Aires",51,2022-10-01
"4249","Buenos Aires",2374,2022-10-01
"4250","Buenos Aires",123,2022-10-01
"4251","Buenos Aires",11275,2022-10-01
"4252","Buenos Aires",340,2022-10-01
"4253","Buenos Aires",9614,2022-10-01
"4254","Buenos Aires",221,2022-10-01
"4255","Buenos Aires",109,2022-10-01
"4256","Buenos Aires",32958,2022-10-01
"4257","Buenos Aires",763,2022-10-01
"4258","Buenos Aires",158,2022-10-01
"4259","Buenos Aires",316,2022-10-01
"4260","Buenos Aires",341,2022-10-01
"4261","Buenos Aires",442,2022-10-01
"4262","Buenos Aires",265,2022-10-01
"4263","Buenos Aires",228,2022-10-01
"4264","Buenos Aires",70,2022-10-01
"4265","Buenos Aires",327,2022-10-01
"4266","Buenos Aires",558,2022-10-01
"4267","Buenos Aires",226,2022-10-01
"4268","Buenos Aires",49,2022-10-01
"4269","Buenos Aires",4847,2022-10-01
"4270","Buenos Aires",4655,2022-10-01
"4271","Buenos Aires",13360,2022-10-01
"4272","Buenos Aires",3902,2022-10-01
"4273","Buenos Aires",1602,2022-10-01
"4274","Buenos Aires",5836,2022-10-01
"4275","Buenos Aires",164,2022-10-01
"4276","Buenos Aires",2802,2022-10-01
"4277","Buenos Aires",90,2022-10-01
"4278","Buenos Aires",10764,2022-10-01
"4279","Buenos Aires",16,2022-10-01
"4280","Buenos Aires",84,2022-10-01
"4281","Buenos Aires",353,2022-10-01
"4282","Buenos Aires",468,2022-10-01
"4283","Buenos Aires",49,2022-10-01
"4284","Buenos Aires",9049,2022-10-01
"4285","Buenos Aires",2657,2022-10-01
"4286","Buenos Aires",507,2022-10-01
"4287","Buenos Aires",2797,2022-10-01
"4288","Buenos Aires",1978,2022-10-01
