"","provincia","titulares","periodo"
"2756","Buenos Aires",34339,2021-11-01
"2757","Buenos Aires",2831,2021-11-01
"2758","Buenos Aires",254,2021-11-01
"2759","Buenos Aires",247,2021-11-01
"2760","Buenos Aires",9869,2021-11-01
"2761","Buenos Aires",324,2021-11-01
"2762","Buenos Aires",3622,2021-11-01
"2763","Buenos Aires",1934,2021-11-01
"2764","Buenos Aires",16122,2021-11-01
"2765","Buenos Aires",154,2021-11-01
"2766","Buenos Aires",94,2021-11-01
"2767","Buenos Aires",25665,2021-11-01
"2768","Buenos Aires",6225,2021-11-01
"2769","Buenos Aires",808,2021-11-01
"2770","Buenos Aires",1517,2021-11-01
"2771","Buenos Aires",1163,2021-11-01
"2772","Buenos Aires",991,2021-11-01
"2773","Buenos Aires",219,2021-11-01
"2774","Buenos Aires",54,2021-11-01
"2775","Buenos Aires",2008,2021-11-01
"2776","Buenos Aires",150,2021-11-01
"2777","Buenos Aires",10399,2021-11-01
"2778","Buenos Aires",296,2021-11-01
"2779","Buenos Aires",9232,2021-11-01
"2780","Buenos Aires",245,2021-11-01
"2781","Buenos Aires",97,2021-11-01
"2782","Buenos Aires",30967,2021-11-01
"2783","Buenos Aires",591,2021-11-01
"2784","Buenos Aires",154,2021-11-01
"2785","Buenos Aires",341,2021-11-01
"2786","Buenos Aires",285,2021-11-01
"2787","Buenos Aires",425,2021-11-01
"2788","Buenos Aires",244,2021-11-01
"2789","Buenos Aires",228,2021-11-01
"2790","Buenos Aires",64,2021-11-01
"2791","Buenos Aires",331,2021-11-01
"2792","Buenos Aires",537,2021-11-01
"2793","Buenos Aires",200,2021-11-01
"2794","Buenos Aires",47,2021-11-01
"2795","Buenos Aires",4476,2021-11-01
"2796","Buenos Aires",4432,2021-11-01
"2797","Buenos Aires",12765,2021-11-01
"2798","Buenos Aires",3323,2021-11-01
"2799","Buenos Aires",1333,2021-11-01
"2800","Buenos Aires",5569,2021-11-01
"2801","Buenos Aires",159,2021-11-01
"2802","Buenos Aires",2552,2021-11-01
"2803","Buenos Aires",78,2021-11-01
"2804","Buenos Aires",9981,2021-11-01
"2805","Buenos Aires",18,2021-11-01
"2806","Buenos Aires",71,2021-11-01
"2807","Buenos Aires",273,2021-11-01
"2808","Buenos Aires",379,2021-11-01
"2809","Buenos Aires",34,2021-11-01
"2810","Buenos Aires",8215,2021-11-01
"2811","Buenos Aires",2339,2021-11-01
"2812","Buenos Aires",455,2021-11-01
"2813","Buenos Aires",2582,2021-11-01
"2814","Buenos Aires",1946,2021-11-01
"2815","Buenos Aires",615,2021-12-01
"2816","Buenos Aires",427,2021-12-01
"2817","Buenos Aires",452,2021-12-01
"2818","Buenos Aires",460,2021-12-01
"2819","Buenos Aires",166,2021-12-01
"2820","Buenos Aires",30259,2021-12-01
"2821","Buenos Aires",293,2021-12-01
"2822","Buenos Aires",17585,2021-12-01
"2823","Buenos Aires",332,2021-12-01
"2824","Buenos Aires",763,2021-12-01
"2825","Buenos Aires",3091,2021-12-01
"2826","Buenos Aires",483,2021-12-01
"2827","Buenos Aires",887,2021-12-01
"2828","Buenos Aires",229,2021-12-01
"2829","Buenos Aires",21674,2021-12-01
"2830","Buenos Aires",5062,2021-12-01
"2831","Buenos Aires",300,2021-12-01
"2832","Buenos Aires",877,2021-12-01
"2833","Buenos Aires",1754,2021-12-01
"2834","Buenos Aires",2151,2021-12-01
"2835","Buenos Aires",66,2021-12-01
"2836","Buenos Aires",476,2021-12-01
"2837","Buenos Aires",88,2021-12-01
"2838","Buenos Aires",176,2021-12-01
"2839","Buenos Aires",232,2021-12-01
"2840","Buenos Aires",4473,2021-12-01
"2841","Buenos Aires",636,2021-12-01
"2842","Buenos Aires",1022,2021-12-01
"2843","Buenos Aires",1928,2021-12-01
"2844","Buenos Aires",430,2021-12-01
"2845","Buenos Aires",411,2021-12-01
"2846","Buenos Aires",183,2021-12-01
"2847","Buenos Aires",163,2021-12-01
"2848","Buenos Aires",288,2021-12-01
"2849","Buenos Aires",81,2021-12-01
"2850","Buenos Aires",374,2021-12-01
"2851","Buenos Aires",5555,2021-12-01
"2852","Buenos Aires",8038,2021-12-01
"2853","Buenos Aires",17644,2021-12-01
"2854","Buenos Aires",528,2021-12-01
"2855","Buenos Aires",13148,2021-12-01
"2856","Buenos Aires",44077,2021-12-01
"2857","Buenos Aires",199,2021-12-01
"2858","Buenos Aires",1320,2021-12-01
"2859","Buenos Aires",50,2021-12-01
"2860","Buenos Aires",183,2021-12-01
"2861","Buenos Aires",125,2021-12-01
"2862","Buenos Aires",34,2021-12-01
"2863","Buenos Aires",215,2021-12-01
"2864","Buenos Aires",151,2021-12-01
"2865","Buenos Aires",534,2021-12-01
"2866","Buenos Aires",39,2021-12-01
"2867","Buenos Aires",378,2021-12-01
"2868","Buenos Aires",78,2021-12-01
"2869","Buenos Aires",21192,2021-12-01
"2870","Buenos Aires",5599,2021-12-01
"2871","Buenos Aires",15835,2021-12-01
"2872","Buenos Aires",321,2021-12-01
"2873","Buenos Aires",80,2021-12-01
"2874","Buenos Aires",105,2021-12-01
"2875","Buenos Aires",134,2021-12-01
"2876","Buenos Aires",5585,2021-12-01
"2877","Buenos Aires",3882,2021-12-01
"2878","Buenos Aires",19342,2021-12-01
"2879","Buenos Aires",1449,2021-12-01
"2880","Buenos Aires",2190,2021-12-01
"2881","Buenos Aires",85324,2021-12-01
"2882","Buenos Aires",40407,2021-12-01
"2883","Buenos Aires",18597,2021-12-01
"2884","Buenos Aires",50,2021-12-01
"2885","Buenos Aires",141,2021-12-01
"2886","Buenos Aires",286,2021-12-01
"2887","Buenos Aires",615,2021-12-01
"2888","Buenos Aires",159,2021-12-01
"2889","Buenos Aires",1156,2021-12-01
"2890","Buenos Aires",36071,2021-12-01
"2891","Buenos Aires",2972,2021-12-01
"2892","Buenos Aires",262,2021-12-01
"2893","Buenos Aires",264,2021-12-01
"2894","Buenos Aires",10154,2021-12-01
"2895","Buenos Aires",332,2021-12-01
"2896","Buenos Aires",3870,2021-12-01
"2897","Buenos Aires",1998,2021-12-01
"2898","Buenos Aires",17229,2021-12-01
"2899","Buenos Aires",158,2021-12-01
"2900","Buenos Aires",98,2021-12-01
"2901","Buenos Aires",27599,2021-12-01
"2902","Buenos Aires",6375,2021-12-01
"2903","Buenos Aires",821,2021-12-01
"2904","Buenos Aires",1665,2021-12-01
"2905","Buenos Aires",1186,2021-12-01
"2906","Buenos Aires",1003,2021-12-01
"2907","Buenos Aires",220,2021-12-01
"2908","Buenos Aires",55,2021-12-01
"2909","Buenos Aires",2160,2021-12-01
"2910","Buenos Aires",150,2021-12-01
"2911","Buenos Aires",10937,2021-12-01
"2912","Buenos Aires",329,2021-12-01
"2913","Buenos Aires",9524,2021-12-01
"2914","Buenos Aires",245,2021-12-01
"2915","Buenos Aires",108,2021-12-01
"2916","Buenos Aires",32092,2021-12-01
"2917","Buenos Aires",642,2021-12-01
"2918","Buenos Aires",156,2021-12-01
"2919","Buenos Aires",342,2021-12-01
"2920","Buenos Aires",342,2021-12-01
"2921","Buenos Aires",452,2021-12-01
"2922","Buenos Aires",250,2021-12-01
"2923","Buenos Aires",250,2021-12-01
"2924","Buenos Aires",71,2021-12-01
"2925","Buenos Aires",335,2021-12-01
"2926","Buenos Aires",539,2021-12-01
"2927","Buenos Aires",221,2021-12-01
"2928","Buenos Aires",48,2021-12-01
"2929","Buenos Aires",4716,2021-12-01
"2930","Buenos Aires",4663,2021-12-01
"2931","Buenos Aires",13324,2021-12-01
"2932","Buenos Aires",3433,2021-12-01
"2933","Buenos Aires",1412,2021-12-01
"2934","Buenos Aires",5716,2021-12-01
"2935","Buenos Aires",159,2021-12-01
"2936","Buenos Aires",2675,2021-12-01
"2937","Buenos Aires",78,2021-12-01
"2938","Buenos Aires",10446,2021-12-01
"2939","Buenos Aires",18,2021-12-01
"2940","Buenos Aires",78,2021-12-01
"2941","Buenos Aires",293,2021-12-01
"2942","Buenos Aires",410,2021-12-01
"2943","Buenos Aires",41,2021-12-01
"2944","Buenos Aires",8769,2021-12-01
"2945","Buenos Aires",2477,2021-12-01
"2946","Buenos Aires",493,2021-12-01
"2947","Buenos Aires",2628,2021-12-01
"2948","Buenos Aires",2022,2021-12-01
"2949","Buenos Aires",623,2022-01-01
"2950","Buenos Aires",430,2022-01-01
"2951","Buenos Aires",459,2022-01-01
"2952","Buenos Aires",467,2022-01-01
"2953","Buenos Aires",167,2022-01-01
"2954","Buenos Aires",30653,2022-01-01
"2955","Buenos Aires",299,2022-01-01
"2956","Buenos Aires",17819,2022-01-01
"2957","Buenos Aires",339,2022-01-01
"2958","Buenos Aires",779,2022-01-01
"2959","Buenos Aires",3266,2022-01-01
"2960","Buenos Aires",505,2022-01-01
"2961","Buenos Aires",888,2022-01-01
"2962","Buenos Aires",234,2022-01-01
"2963","Buenos Aires",21977,2022-01-01
"2964","Buenos Aires",5178,2022-01-01
"2965","Buenos Aires",304,2022-01-01
"2966","Buenos Aires",878,2022-01-01
"2967","Buenos Aires",1804,2022-01-01
"2968","Buenos Aires",2191,2022-01-01
"2969","Buenos Aires",71,2022-01-01
"2970","Buenos Aires",479,2022-01-01
"2971","Buenos Aires",90,2022-01-01
"2972","Buenos Aires",174,2022-01-01
"2973","Buenos Aires",236,2022-01-01
"2974","Buenos Aires",4547,2022-01-01
"2975","Buenos Aires",628,2022-01-01
"2976","Buenos Aires",1029,2022-01-01
"2977","Buenos Aires",1937,2022-01-01
"2978","Buenos Aires",435,2022-01-01
"2979","Buenos Aires",438,2022-01-01
"2980","Buenos Aires",197,2022-01-01
"2981","Buenos Aires",164,2022-01-01
"2982","Buenos Aires",300,2022-01-01
"2983","Buenos Aires",109,2022-01-01
"2984","Buenos Aires",379,2022-01-01
"2985","Buenos Aires",5601,2022-01-01
"2986","Buenos Aires",8143,2022-01-01
"2987","Buenos Aires",18206,2022-01-01
"2988","Buenos Aires",680,2022-01-01
"2989","Buenos Aires",13224,2022-01-01
"2990","Buenos Aires",44833,2022-01-01
"2991","Buenos Aires",199,2022-01-01
"2992","Buenos Aires",1341,2022-01-01
"2993","Buenos Aires",49,2022-01-01
"2994","Buenos Aires",182,2022-01-01
"2995","Buenos Aires",136,2022-01-01
"2996","Buenos Aires",40,2022-01-01
"2997","Buenos Aires",235,2022-01-01
"2998","Buenos Aires",152,2022-01-01
"2999","Buenos Aires",537,2022-01-01
"3000","Buenos Aires",43,2022-01-01
"3001","Buenos Aires",382,2022-01-01
"3002","Buenos Aires",78,2022-01-01
"3003","Buenos Aires",21848,2022-01-01
"3004","Buenos Aires",5711,2022-01-01
"3005","Buenos Aires",16049,2022-01-01
"3006","Buenos Aires",320,2022-01-01
"3007","Buenos Aires",80,2022-01-01
"3008","Buenos Aires",122,2022-01-01
"3009","Buenos Aires",133,2022-01-01
"3010","Buenos Aires",5652,2022-01-01
"3011","Buenos Aires",3944,2022-01-01
"3012","Buenos Aires",19825,2022-01-01
"3013","Buenos Aires",1465,2022-01-01
"3014","Buenos Aires",2204,2022-01-01
"3015","Buenos Aires",87685,2022-01-01
"3016","Buenos Aires",40948,2022-01-01
"3017","Buenos Aires",18997,2022-01-01
"3018","Buenos Aires",61,2022-01-01
"3019","Buenos Aires",143,2022-01-01
"3020","Buenos Aires",283,2022-01-01
"3021","Buenos Aires",617,2022-01-01
"3022","Buenos Aires",162,2022-01-01
"3023","Buenos Aires",1156,2022-01-01
"3024","Buenos Aires",36902,2022-01-01
"3025","Buenos Aires",3006,2022-01-01
"3026","Buenos Aires",274,2022-01-01
"3027","Buenos Aires",265,2022-01-01
"3028","Buenos Aires",10352,2022-01-01
"3029","Buenos Aires",352,2022-01-01
"3030","Buenos Aires",3986,2022-01-01
"3031","Buenos Aires",2008,2022-01-01
"3032","Buenos Aires",18256,2022-01-01
"3033","Buenos Aires",159,2022-01-01
"3034","Buenos Aires",103,2022-01-01
"3035","Buenos Aires",28787,2022-01-01
"3036","Buenos Aires",6449,2022-01-01
"3037","Buenos Aires",820,2022-01-01
"3038","Buenos Aires",1691,2022-01-01
"3039","Buenos Aires",1257,2022-01-01
"3040","Buenos Aires",1011,2022-01-01
"3041","Buenos Aires",252,2022-01-01
"3042","Buenos Aires",56,2022-01-01
"3043","Buenos Aires",2265,2022-01-01
"3044","Buenos Aires",149,2022-01-01
"3045","Buenos Aires",11246,2022-01-01
"3046","Buenos Aires",342,2022-01-01
"3047","Buenos Aires",9688,2022-01-01
"3048","Buenos Aires",244,2022-01-01
"3049","Buenos Aires",117,2022-01-01
"3050","Buenos Aires",32720,2022-01-01
"3051","Buenos Aires",658,2022-01-01
"3052","Buenos Aires",158,2022-01-01
"3053","Buenos Aires",347,2022-01-01
"3054","Buenos Aires",345,2022-01-01
"3055","Buenos Aires",450,2022-01-01
"3056","Buenos Aires",260,2022-01-01
"3057","Buenos Aires",263,2022-01-01
"3058","Buenos Aires",75,2022-01-01
"3059","Buenos Aires",340,2022-01-01
"3060","Buenos Aires",542,2022-01-01
"3061","Buenos Aires",223,2022-01-01
"3062","Buenos Aires",51,2022-01-01
"3063","Buenos Aires",4843,2022-01-01
"3064","Buenos Aires",4734,2022-01-01
"3065","Buenos Aires",13593,2022-01-01
"3066","Buenos Aires",3684,2022-01-01
"3067","Buenos Aires",1428,2022-01-01
"3068","Buenos Aires",5760,2022-01-01
"3069","Buenos Aires",161,2022-01-01
"3070","Buenos Aires",2735,2022-01-01
"3071","Buenos Aires",78,2022-01-01
"3072","Buenos Aires",10663,2022-01-01
"3073","Buenos Aires",18,2022-01-01
"3074","Buenos Aires",86,2022-01-01
"3075","Buenos Aires",302,2022-01-01
"3076","Buenos Aires",429,2022-01-01
"3077","Buenos Aires",46,2022-01-01
"3078","Buenos Aires",8830,2022-01-01
"3079","Buenos Aires",2565,2022-01-01
"3080","Buenos Aires",512,2022-01-01
"3081","Buenos Aires",2662,2022-01-01
"3082","Buenos Aires",2023,2022-01-01
"3083","Buenos Aires",650,2022-02-01
"3084","Buenos Aires",430,2022-02-01
"3085","Buenos Aires",438,2022-02-01
"3086","Buenos Aires",455,2022-02-01
"3087","Buenos Aires",174,2022-02-01
"3088","Buenos Aires",31220,2022-02-01
"3089","Buenos Aires",309,2022-02-01
"3090","Buenos Aires",17971,2022-02-01
"3091","Buenos Aires",330,2022-02-01
"3092","Buenos Aires",832,2022-02-01
"3093","Buenos Aires",3305,2022-02-01
"3094","Buenos Aires",520,2022-02-01
"3095","Buenos Aires",935,2022-02-01
"3096","Buenos Aires",237,2022-02-01
"3097","Buenos Aires",22698,2022-02-01
"3098","Buenos Aires",5130,2022-02-01
"3099","Buenos Aires",307,2022-02-01
"3100","Buenos Aires",902,2022-02-01
"3101","Buenos Aires",1849,2022-02-01
"3102","Buenos Aires",2146,2022-02-01
"3103","Buenos Aires",69,2022-02-01
"3104","Buenos Aires",476,2022-02-01
"3105","Buenos Aires",90,2022-02-01
"3106","Buenos Aires",166,2022-02-01
"3107","Buenos Aires",237,2022-02-01
"3108","Buenos Aires",4538,2022-02-01
"3109","Buenos Aires",650,2022-02-01
"3110","Buenos Aires",1012,2022-02-01
"3111","Buenos Aires",1969,2022-02-01
"3112","Buenos Aires",444,2022-02-01
"3113","Buenos Aires",449,2022-02-01
"3114","Buenos Aires",190,2022-02-01
"3115","Buenos Aires",199,2022-02-01
"3116","Buenos Aires",320,2022-02-01
"3117","Buenos Aires",106,2022-02-01
"3118","Buenos Aires",365,2022-02-01
"3119","Buenos Aires",5722,2022-02-01
"3120","Buenos Aires",8160,2022-02-01
"3121","Buenos Aires",18379,2022-02-01
"3122","Buenos Aires",812,2022-02-01
"3123","Buenos Aires",13260,2022-02-01
"3124","Buenos Aires",45595,2022-02-01
"3125","Buenos Aires",197,2022-02-01
"3126","Buenos Aires",1352,2022-02-01
"3127","Buenos Aires",47,2022-02-01
"3128","Buenos Aires",178,2022-02-01
"3129","Buenos Aires",140,2022-02-01
"3130","Buenos Aires",39,2022-02-01
"3131","Buenos Aires",228,2022-02-01
"3132","Buenos Aires",160,2022-02-01
"3133","Buenos Aires",523,2022-02-01
"3134","Buenos Aires",43,2022-02-01
"3135","Buenos Aires",394,2022-02-01
"3136","Buenos Aires",76,2022-02-01
"3137","Buenos Aires",21695,2022-02-01
"3138","Buenos Aires",5769,2022-02-01
"3139","Buenos Aires",16472,2022-02-01
"3140","Buenos Aires",326,2022-02-01
"3141","Buenos Aires",80,2022-02-01
"3142","Buenos Aires",121,2022-02-01
"3143","Buenos Aires",130,2022-02-01
"3144","Buenos Aires",5782,2022-02-01
"3145","Buenos Aires",3924,2022-02-01
"3146","Buenos Aires",19825,2022-02-01
"3147","Buenos Aires",1440,2022-02-01
"3148","Buenos Aires",2271,2022-02-01
"3149","Buenos Aires",86740,2022-02-01
"3150","Buenos Aires",41361,2022-02-01
"3151","Buenos Aires",19816,2022-02-01
"3152","Buenos Aires",59,2022-02-01
"3153","Buenos Aires",149,2022-02-01
"3154","Buenos Aires",278,2022-02-01
"3155","Buenos Aires",608,2022-02-01
"3156","Buenos Aires",164,2022-02-01
"3157","Buenos Aires",1203,2022-02-01
"3158","Buenos Aires",36577,2022-02-01
"3159","Buenos Aires",3084,2022-02-01
"3160","Buenos Aires",264,2022-02-01
"3161","Buenos Aires",276,2022-02-01
"3162","Buenos Aires",10313,2022-02-01
"3163","Buenos Aires",342,2022-02-01
"3164","Buenos Aires",4105,2022-02-01
"3165","Buenos Aires",2014,2022-02-01
"3166","Buenos Aires",18240,2022-02-01
"3167","Buenos Aires",155,2022-02-01
"3168","Buenos Aires",99,2022-02-01
"3169","Buenos Aires",28660,2022-02-01
"3170","Buenos Aires",6451,2022-02-01
"3171","Buenos Aires",765,2022-02-01
"3172","Buenos Aires",1697,2022-02-01
"3173","Buenos Aires",1281,2022-02-01
"3174","Buenos Aires",1065,2022-02-01
"3175","Buenos Aires",267,2022-02-01
"3176","Buenos Aires",54,2022-02-01
"3177","Buenos Aires",2310,2022-02-01
"3178","Buenos Aires",132,2022-02-01
"3179","Buenos Aires",11433,2022-02-01
"3180","Buenos Aires",325,2022-02-01
"3181","Buenos Aires",9763,2022-02-01
"3182","Buenos Aires",237,2022-02-01
"3183","Buenos Aires",112,2022-02-01
"3184","Buenos Aires",33309,2022-02-01
"3185","Buenos Aires",680,2022-02-01
"3186","Buenos Aires",161,2022-02-01
"3187","Buenos Aires",344,2022-02-01
"3188","Buenos Aires",333,2022-02-01
"3189","Buenos Aires",445,2022-02-01
"3190","Buenos Aires",262,2022-02-01
"3191","Buenos Aires",256,2022-02-01
"3192","Buenos Aires",73,2022-02-01
"3193","Buenos Aires",342,2022-02-01
"3194","Buenos Aires",522,2022-02-01
"3195","Buenos Aires",229,2022-02-01
"3196","Buenos Aires",51,2022-02-01
"3197","Buenos Aires",4817,2022-02-01
"3198","Buenos Aires",4713,2022-02-01
"3199","Buenos Aires",13575,2022-02-01
"3200","Buenos Aires",3688,2022-02-01
"3201","Buenos Aires",1498,2022-02-01
"3202","Buenos Aires",5892,2022-02-01
"3203","Buenos Aires",155,2022-02-01
"3204","Buenos Aires",2908,2022-02-01
"3205","Buenos Aires",76,2022-02-01
"3206","Buenos Aires",10868,2022-02-01
"3207","Buenos Aires",17,2022-02-01
"3208","Buenos Aires",92,2022-02-01
"3209","Buenos Aires",312,2022-02-01
"3210","Buenos Aires",435,2022-02-01
"3211","Buenos Aires",46,2022-02-01
"3212","Buenos Aires",9078,2022-02-01
"3213","Buenos Aires",2618,2022-02-01
"3214","Buenos Aires",539,2022-02-01
"3215","Buenos Aires",2750,2022-02-01
"3216","Buenos Aires",2016,2022-02-01
"3217","Buenos Aires",635,2022-03-01
"3218","Buenos Aires",432,2022-03-01
"3219","Buenos Aires",432,2022-03-01
"3220","Buenos Aires",451,2022-03-01
"3221","Buenos Aires",173,2022-03-01
"3222","Buenos Aires",30977,2022-03-01
"3223","Buenos Aires",313,2022-03-01
"3224","Buenos Aires",17902,2022-03-01
"3225","Buenos Aires",322,2022-03-01
"3226","Buenos Aires",790,2022-03-01
"3227","Buenos Aires",3271,2022-03-01
"3228","Buenos Aires",512,2022-03-01
"3229","Buenos Aires",935,2022-03-01
"3230","Buenos Aires",231,2022-03-01
"3231","Buenos Aires",22695,2022-03-01
"3232","Buenos Aires",5137,2022-03-01
"3233","Buenos Aires",298,2022-03-01
"3234","Buenos Aires",883,2022-03-01
"3235","Buenos Aires",1826,2022-03-01
"3236","Buenos Aires",2134,2022-03-01
"3237","Buenos Aires",68,2022-03-01
"3238","Buenos Aires",472,2022-03-01
"3239","Buenos Aires",86,2022-03-01
"3240","Buenos Aires",167,2022-03-01
"3241","Buenos Aires",234,2022-03-01
"3242","Buenos Aires",4525,2022-03-01
"3243","Buenos Aires",633,2022-03-01
"3244","Buenos Aires",1009,2022-03-01
"3245","Buenos Aires",1949,2022-03-01
"3246","Buenos Aires",442,2022-03-01
"3247","Buenos Aires",444,2022-03-01
"3248","Buenos Aires",188,2022-03-01
"3249","Buenos Aires",197,2022-03-01
"3250","Buenos Aires",315,2022-03-01
"3251","Buenos Aires",105,2022-03-01
"3252","Buenos Aires",356,2022-03-01
"3253","Buenos Aires",5682,2022-03-01
"3254","Buenos Aires",7964,2022-03-01
"3255","Buenos Aires",18256,2022-03-01
"3256","Buenos Aires",811,2022-03-01
"3257","Buenos Aires",13190,2022-03-01
"3258","Buenos Aires",45308,2022-03-01
"3259","Buenos Aires",193,2022-03-01
"3260","Buenos Aires",1334,2022-03-01
"3261","Buenos Aires",47,2022-03-01
"3262","Buenos Aires",177,2022-03-01
"3263","Buenos Aires",140,2022-03-01
"3264","Buenos Aires",39,2022-03-01
"3265","Buenos Aires",226,2022-03-01
"3266","Buenos Aires",158,2022-03-01
"3267","Buenos Aires",519,2022-03-01
"3268","Buenos Aires",43,2022-03-01
"3269","Buenos Aires",395,2022-03-01
"3270","Buenos Aires",75,2022-03-01
"3271","Buenos Aires",21368,2022-03-01
"3272","Buenos Aires",5769,2022-03-01
"3273","Buenos Aires",16328,2022-03-01
"3274","Buenos Aires",319,2022-03-01
"3275","Buenos Aires",79,2022-03-01
"3276","Buenos Aires",119,2022-03-01
"3277","Buenos Aires",129,2022-03-01
"3278","Buenos Aires",5836,2022-03-01
"3279","Buenos Aires",3891,2022-03-01
"3280","Buenos Aires",19797,2022-03-01
"3281","Buenos Aires",1430,2022-03-01
"3282","Buenos Aires",2253,2022-03-01
"3283","Buenos Aires",87189,2022-03-01
"3284","Buenos Aires",41015,2022-03-01
"3285","Buenos Aires",19613,2022-03-01
"3286","Buenos Aires",58,2022-03-01
"3287","Buenos Aires",147,2022-03-01
"3288","Buenos Aires",273,2022-03-01
"3289","Buenos Aires",595,2022-03-01
"3290","Buenos Aires",162,2022-03-01
"3291","Buenos Aires",1207,2022-03-01
"3292","Buenos Aires",36544,2022-03-01
"3293","Buenos Aires",3041,2022-03-01
"3294","Buenos Aires",259,2022-03-01
"3295","Buenos Aires",273,2022-03-01
"3296","Buenos Aires",10338,2022-03-01
"3297","Buenos Aires",336,2022-03-01
"3298","Buenos Aires",4087,2022-03-01
"3299","Buenos Aires",2005,2022-03-01
"3300","Buenos Aires",18123,2022-03-01
"3301","Buenos Aires",147,2022-03-01
"3302","Buenos Aires",93,2022-03-01
"3303","Buenos Aires",28737,2022-03-01
"3304","Buenos Aires",6375,2022-03-01
"3305","Buenos Aires",761,2022-03-01
"3306","Buenos Aires",1670,2022-03-01
"3307","Buenos Aires",1253,2022-03-01
"3308","Buenos Aires",1056,2022-03-01
"3309","Buenos Aires",263,2022-03-01
"3310","Buenos Aires",53,2022-03-01
"3311","Buenos Aires",2324,2022-03-01
"3312","Buenos Aires",131,2022-03-01
"3313","Buenos Aires",11305,2022-03-01
"3314","Buenos Aires",319,2022-03-01
"3315","Buenos Aires",9676,2022-03-01
"3316","Buenos Aires",231,2022-03-01
"3317","Buenos Aires",109,2022-03-01
"3318","Buenos Aires",33062,2022-03-01
"3319","Buenos Aires",671,2022-03-01
"3320","Buenos Aires",160,2022-03-01
"3321","Buenos Aires",319,2022-03-01
"3322","Buenos Aires",330,2022-03-01
"3323","Buenos Aires",441,2022-03-01
"3324","Buenos Aires",262,2022-03-01
"3325","Buenos Aires",250,2022-03-01
"3326","Buenos Aires",74,2022-03-01
"3327","Buenos Aires",340,2022-03-01
"3328","Buenos Aires",521,2022-03-01
"3329","Buenos Aires",222,2022-03-01
"3330","Buenos Aires",51,2022-03-01
"3331","Buenos Aires",4791,2022-03-01
"3332","Buenos Aires",4669,2022-03-01
"3333","Buenos Aires",13470,2022-03-01
"3334","Buenos Aires",3641,2022-03-01
"3335","Buenos Aires",1483,2022-03-01
"3336","Buenos Aires",5864,2022-03-01
"3337","Buenos Aires",154,2022-03-01
"3338","Buenos Aires",2834,2022-03-01
"3339","Buenos Aires",74,2022-03-01
"3340","Buenos Aires",10749,2022-03-01
"3341","Buenos Aires",16,2022-03-01
"3342","Buenos Aires",90,2022-03-01
"3343","Buenos Aires",312,2022-03-01
"3344","Buenos Aires",446,2022-03-01
"3345","Buenos Aires",43,2022-03-01
"3346","Buenos Aires",8966,2022-03-01
"3347","Buenos Aires",2582,2022-03-01
"3348","Buenos Aires",528,2022-03-01
"3349","Buenos Aires",2738,2022-03-01
"3350","Buenos Aires",2009,2022-03-01
"3351","Buenos Aires",639,2022-04-01
"3352","Buenos Aires",435,2022-04-01
"3353","Buenos Aires",440,2022-04-01
"3354","Buenos Aires",453,2022-04-01
"3355","Buenos Aires",173,2022-04-01
"3356","Buenos Aires",31228,2022-04-01
"3357","Buenos Aires",315,2022-04-01
"3358","Buenos Aires",18007,2022-04-01
"3359","Buenos Aires",321,2022-04-01
"3360","Buenos Aires",787,2022-04-01
"3361","Buenos Aires",3259,2022-04-01
"3362","Buenos Aires",515,2022-04-01
"3363","Buenos Aires",942,2022-04-01
"3364","Buenos Aires",234,2022-04-01
"3365","Buenos Aires",22534,2022-04-01
"3366","Buenos Aires",5015,2022-04-01
"3367","Buenos Aires",294,2022-04-01
"3368","Buenos Aires",869,2022-04-01
"3369","Buenos Aires",1819,2022-04-01
"3370","Buenos Aires",2157,2022-04-01
"3371","Buenos Aires",66,2022-04-01
"3372","Buenos Aires",470,2022-04-01
"3373","Buenos Aires",85,2022-04-01
"3374","Buenos Aires",166,2022-04-01
"3375","Buenos Aires",232,2022-04-01
"3376","Buenos Aires",4508,2022-04-01
"3377","Buenos Aires",634,2022-04-01
"3378","Buenos Aires",1006,2022-04-01
"3379","Buenos Aires",1923,2022-04-01
"3380","Buenos Aires",444,2022-04-01
"3381","Buenos Aires",445,2022-04-01
"3382","Buenos Aires",188,2022-04-01
"3383","Buenos Aires",197,2022-04-01
"3384","Buenos Aires",313,2022-04-01
"3385","Buenos Aires",105,2022-04-01
"3386","Buenos Aires",355,2022-04-01
"3387","Buenos Aires",5687,2022-04-01
"3388","Buenos Aires",8091,2022-04-01
"3389","Buenos Aires",18250,2022-04-01
"3390","Buenos Aires",812,2022-04-01
"3391","Buenos Aires",13346,2022-04-01
"3392","Buenos Aires",45596,2022-04-01
"3393","Buenos Aires",194,2022-04-01
"3394","Buenos Aires",1330,2022-04-01
"3395","Buenos Aires",47,2022-04-01
"3396","Buenos Aires",180,2022-04-01
"3397","Buenos Aires",140,2022-04-01
"3398","Buenos Aires",40,2022-04-01
"3399","Buenos Aires",228,2022-04-01
"3400","Buenos Aires",158,2022-04-01
"3401","Buenos Aires",521,2022-04-01
"3402","Buenos Aires",43,2022-04-01
"3403","Buenos Aires",396,2022-04-01
"3404","Buenos Aires",76,2022-04-01
"3405","Buenos Aires",21422,2022-04-01
"3406","Buenos Aires",5773,2022-04-01
"3407","Buenos Aires",16840,2022-04-01
"3408","Buenos Aires",322,2022-04-01
